carat,cut,color,clarity,price
1,Good,H,SI1,4389
1.01,Very Good,F,VS1,7127
1.01,Premium,H,VS2,4559
1.66,Very Good,H,SI1,8831
0.4,Premium,F,SI1,769
0.42,Ideal,G,VS1,921
0.34,Ideal,D,VS2,730
1.71,Premium,F,VS2,17766
0.3,Premium,E,VS2,658
0.39,Good,J,VS1,616
0.41,Very Good,E,VVS2,1133
0.39,Good,F,VVS2,1058
0.34,Ideal,F,VS2,686
0.9,Very Good,G,SI1,3752
0.32,Very Good,G,SI1,477
1.29,Very Good,G,SI2,4045
1.01,Premium,I,SI2,3818
0.34,Very Good,E,SI2,477
0.9,Ideal,F,SI1,4284
0.25,Good,E,VVS2,476
0.51,Ideal,H,SI1,1161
0.5,Premium,F,VVS1,2081
0.33,Premium,E,VVS1,984
0.4,Ideal,G,IF,1229
0.42,Ideal,E,VVS1,1400
1.54,Very Good,I,VS2,8537
1.01,Ideal,E,SI2,4751
0.33,Ideal,G,VVS1,838
0.57,Very Good,H,VS2,1605
0.3,Ideal,G,VVS2,878
1.1,Ideal,G,SI2,5535
2.53,Fair,H,SI2,17103
0.41,Premium,G,SI1,861
1.02,Premium,F,SI2,4057
1,Very Good,E,VS2,6377
0.7,Very Good,J,VS1,1855
0.33,Ideal,G,VVS1,838
0.72,Good,F,SI1,2647
0.36,Ideal,F,IF,1063
0.7,Ideal,I,VS1,2163
1.13,Ideal,H,VS2,6045
0.4,Ideal,E,VS1,1291
0.34,Premium,E,VS2,956
1.01,Premium,G,VS1,6441
1.01,Good,H,I1,3110
0.3,Ideal,G,VVS2,684
0.97,Very Good,F,SI2,4063
1.01,Good,G,SI1,4672
0.72,Ideal,I,VS1,2430
0.78,Ideal,I,VS2,2400
0.55,Ideal,I,VS1,1238
0.43,Premium,G,VS2,867
0.5,Ideal,E,VS2,1845
0.7,Very Good,D,SI2,1806
1.21,Premium,H,IF,8294
0.9,Premium,E,SI2,3662
0.39,Ideal,J,VS2,586
0.52,Ideal,F,IF,2427
1.71,Premium,G,VS2,11032
0.32,Ideal,F,VVS1,990
0.67,Good,I,VVS2,1882
0.53,Ideal,G,SI1,1308
1.03,Ideal,D,SI2,4764
1.5,Good,D,SI2,10302
0.28,Ideal,E,VVS1,787
0.31,Ideal,G,IF,891
0.71,Good,I,VS1,2327
2.01,Premium,J,SI1,12369
0.7,Very Good,G,SI2,2872
1.56,Premium,I,VS1,9959
0.32,Ideal,G,SI1,612
1.01,Good,D,SI1,5747
0.27,Very Good,F,VS2,518
0.42,Premium,E,SI1,926
0.35,Premium,E,SI1,614
0.91,Very Good,G,SI2,3282
0.52,Ideal,I,VS1,1720
1.7,Ideal,F,VS2,17114
0.86,Very Good,G,SI2,2967
0.68,Ideal,D,VVS1,4325
1.53,Ideal,I,VS1,10171
1.2,Good,J,SI2,4659
0.32,Very Good,H,SI1,576
1.58,Premium,D,SI1,13329
0.5,Very Good,D,SI1,1231
2,Very Good,J,VVS2,15076
0.9,Very Good,H,VS2,5502
0.24,Very Good,F,VS1,419
1,Premium,E,SI2,4620
0.31,Ideal,E,VS1,722
1,Good,G,SI2,3906
0.32,Ideal,G,SI2,540
2.03,Premium,H,SI2,15930
0.53,Ideal,F,VVS2,2269
0.3,Ideal,G,SI2,405
1.01,Ideal,G,VS2,6104
0.75,Good,D,SI2,2541
2.01,Good,H,SI2,12215
1.06,Premium,F,SI1,4155
1.15,Very Good,H,VS1,7040
0.59,Very Good,F,VS2,1813
1.2,Ideal,G,VS2,7413
0.38,Ideal,F,SI1,766
0.73,Ideal,G,VVS1,3667
1.32,Premium,I,SI1,6653
0.37,Good,H,VS2,584
0.57,Very Good,E,SI2,1315
0.8,Premium,E,SI2,2939
1,Premium,D,SI2,4928
0.59,Premium,G,I1,940
1.04,Premium,E,SI1,5894
0.9,Good,D,VS2,4739
1.6,Premium,G,VVS1,17360
0.56,Ideal,D,VVS1,3465
0.72,Very Good,E,VVS1,4847
1.51,Very Good,G,SI2,8973
0.9,Very Good,I,VS2,3398
0.33,Ideal,G,VS1,854
1.01,Premium,F,VS2,6416
0.4,Premium,E,SI1,737
0.72,Very Good,E,VS2,2923
0.72,Ideal,I,VVS2,2594
0.24,Good,F,VVS2,492
2,Ideal,H,SI1,18440
1.3,Ideal,G,VVS2,11853
0.33,Ideal,F,VS2,666
2,Premium,G,SI2,13986
1,Very Good,F,SI2,4372
0.42,Ideal,D,VVS1,1621
1,Fair,F,SI1,4256
1,Very Good,E,VVS2,9139
0.8,Good,E,SI2,2829
0.54,Ideal,G,VS1,1809
1,Very Good,F,VS2,5505
1.26,Premium,F,VS2,8676
0.71,Ideal,E,SI2,2370
1.04,Ideal,F,VVS2,9218
0.31,Very Good,I,VVS2,544
0.31,Premium,F,IF,1122
1.72,Premium,H,VS1,14414
1.45,Very Good,J,SI1,6316
1.11,Premium,D,SI1,6962
0.31,Ideal,H,VVS1,707
0.92,Premium,E,SI1,4258
0.3,Premium,G,IF,956
0.91,Very Good,G,VVS2,4913
0.52,Ideal,G,VS1,1803
0.72,Ideal,I,VS1,2586
0.76,Good,J,VS1,2015
0.3,Ideal,E,SI2,401
0.31,Good,D,SI1,684
1.03,Premium,G,SI1,5581
1.1,Premium,G,VS2,6284
0.51,Premium,E,VS2,1656
0.31,Premium,H,VS1,698
0.35,Premium,F,VS2,906
0.52,Premium,D,SI1,1605
0.32,Ideal,I,SI1,554
0.8,Ideal,F,SI2,2564
0.74,Ideal,G,VVS2,3922
1.81,Premium,H,SI2,11460
1.12,Premium,F,VVS2,10211
0.32,Premium,G,VS2,720
0.41,Premium,D,VS2,1076
1.12,Ideal,E,SI2,3864
1.2,Ideal,I,SI2,5373
1.08,Ideal,G,VS2,5661
0.91,Very Good,F,SI2,3726
1.07,Ideal,E,VS2,9177
0.9,Ideal,F,SI1,3950
0.51,Ideal,G,VS1,1656
1.32,Very Good,J,SI1,4657
1.01,Very Good,E,VS2,6577
0.52,Ideal,E,VS2,1689
0.33,Ideal,H,VVS1,687
1.56,Fair,I,SI1,7950
0.85,Ideal,G,SI1,3670
0.4,Ideal,H,VS2,764
1.57,Ideal,I,VS1,10209
0.52,Very Good,H,SI1,1071
0.73,Premium,G,SI1,2163
0.72,Very Good,J,VS1,2066
0.81,Ideal,I,VS2,2939
0.31,Ideal,F,VVS1,828
0.72,Ideal,G,SI2,2177
0.31,Very Good,G,SI2,523
0.9,Very Good,F,SI1,4103
1.2,Ideal,D,SI1,9317
1.62,Ideal,F,VS2,18281
0.3,Ideal,F,VVS1,1041
0.5,Ideal,H,VS2,1332
1.01,Very Good,I,SI1,3610
0.5,Very Good,I,SI1,1073
0.57,Ideal,G,SI1,1441
1.34,Ideal,F,VS2,7504
0.7,Fair,H,VS2,2351
0.3,Very Good,H,SI1,421
0.3,Ideal,H,VVS2,776
0.24,Very Good,F,VVS1,478
1,Premium,J,VVS2,3864
0.9,Ideal,H,VS1,4194
0.6,Premium,E,SI1,1698
0.7,Very Good,F,SI1,2192
0.39,Very Good,F,VVS1,1232
1.05,Ideal,F,IF,13060
0.32,Ideal,F,VS2,660
1.02,Very Good,E,VS2,6103
0.53,Ideal,D,VVS2,3346
1.08,Ideal,E,VS2,7548
1,Very Good,D,SI2,3965
0.33,Premium,E,SI1,579
0.3,Ideal,F,VS2,776
1.21,Very Good,H,VS2,6745
1.56,Very Good,H,SI2,8317
0.7,Ideal,E,VS1,3446
0.73,Very Good,D,SI1,2197
1.32,Very Good,H,SI2,6085
0.9,Very Good,G,VS2,4369
1.7,Very Good,D,SI2,11431
0.7,Ideal,E,VS2,2633
0.32,Premium,G,VVS2,936
2.02,Premium,H,SI1,13229
0.28,Very Good,D,VVS2,777
1.51,Premium,H,VS2,8630
1.24,Premium,F,VS1,10033
0.42,Ideal,H,SI1,898
0.38,Ideal,G,VVS2,879
0.92,Ideal,I,SI1,3610
0.33,Good,D,VS2,625
1.5,Premium,E,SI1,11795
0.41,Premium,D,SI1,791
1.03,Fair,D,SI2,3743
0.77,Very Good,H,VS2,2513
0.3,Ideal,F,IF,886
1.59,Ideal,H,VS1,12047
0.7,Very Good,F,SI1,2401
1.04,Good,J,SI2,3425
1.04,Very Good,G,SI2,4703
2.04,Premium,J,VS1,14660
0.4,Very Good,J,VS1,756
0.32,Ideal,J,IF,533
0.31,Premium,G,SI1,593
0.5,Premium,D,VS2,1845
2.01,Ideal,F,SI2,15955
0.9,Premium,D,SI1,4735
0.55,Premium,D,SI1,1819
0.7,Very Good,J,SI2,1959
0.42,Premium,D,VVS2,1241
1.06,Ideal,F,I1,3544
1.09,Good,F,SI2,4766
1,Very Good,D,VS2,6115
1.01,Ideal,G,SI2,4560
0.4,Very Good,G,SI1,840
0.7,Very Good,G,SI2,2141
0.77,Very Good,D,VS1,3643
0.75,Premium,F,SI1,2744
1.83,Very Good,I,VS1,13587
1.07,Premium,D,SI2,4949
0.3,Good,G,VS1,776
1.1,Ideal,H,VS1,6630
0.83,Ideal,E,VS1,5151
0.4,Ideal,H,IF,1158
0.9,Ideal,D,VVS1,8979
0.23,Very Good,F,VVS2,583
1.51,Premium,G,VS2,12437
0.23,Very Good,E,VVS2,680
1,Premium,E,SI2,4704
1.2,Ideal,G,VS2,7930
1.14,Ideal,G,VVS1,9037
0.51,Ideal,G,VVS2,2197
0.51,Very Good,E,VS2,1549
0.77,Ideal,F,VS1,3655
0.5,Ideal,D,SI2,1239
0.39,Ideal,G,IF,1201
1.01,Good,J,SI1,3699
1.57,Ideal,I,SI1,9555
0.71,Very Good,H,SI1,2266
0.76,Premium,H,VVS1,3311
0.38,Very Good,D,SI1,733
0.41,Premium,D,VVS2,1181
0.3,Very Good,E,VS2,658
0.91,Very Good,H,SI1,3710
1.21,Ideal,G,VS1,8985
1.21,Premium,F,SI2,4472
1.2,Premium,H,VS2,6416
0.57,Ideal,E,VS1,2110
0.39,Premium,G,VVS1,1095
0.23,Very Good,E,VVS2,530
0.5,Very Good,H,VS2,1411
1.51,Very Good,G,VVS2,14938
1.71,Premium,I,VS2,9384
0.7,Very Good,G,VS2,2353
1.02,Premium,H,VS1,5469
0.31,Very Good,H,VS1,544
1.01,Very Good,F,VS1,6439
0.47,Ideal,E,VS1,1872
0.71,Premium,E,SI1,2853
0.32,Very Good,G,VS2,524
0.54,Ideal,E,VS2,1613
0.54,Ideal,G,VS1,1754
1.34,Ideal,H,VS1,8780
0.51,Premium,F,VS2,1574
0.33,Ideal,F,VVS1,828
1.7,Very Good,G,VS2,18107
0.27,Very Good,G,VVS2,504
1.07,Ideal,H,SI1,5498
0.7,Premium,F,SI1,2394
0.57,Ideal,F,VVS2,2360
0.61,Very Good,G,VVS1,2569
0.3,Good,H,SI1,432
0.76,Ideal,G,VS1,2972
0.7,Very Good,G,SI1,2184
1.51,Very Good,G,SI2,8574
0.34,Premium,G,IF,879
0.41,Good,G,I1,467
0.92,Premium,E,SI2,3941
0.51,Ideal,G,VS2,1546
0.36,Ideal,I,SI1,505
1.52,Very Good,E,VS2,13001
0.75,Very Good,E,SI1,2968
1.01,Good,E,VVS1,10567
0.7,Fair,G,VS2,2273
1.01,Ideal,E,SI1,6346
0.26,Ideal,E,VVS2,564
0.4,Good,G,VS1,783
1.03,Ideal,J,SI2,4347
0.7,Fair,I,SI1,1697
1.04,Ideal,I,VS2,4013
0.72,Good,D,VS2,2827
1.5,Good,I,SI1,8736
0.82,Good,J,SI1,2140
0.62,Ideal,E,SI1,1779
1.01,Very Good,G,VS2,5747
0.32,Premium,G,VS2,720
1,Fair,G,VVS2,4928
0.71,Ideal,D,SI2,2767
0.33,Ideal,E,VVS1,906
1.36,Ideal,G,SI1,8927
0.71,Ideal,I,VS1,2266
0.38,Premium,F,SI1,700
1.1,Ideal,H,SI2,4620
2.01,Very Good,H,VS2,16677
1.05,Very Good,I,VS2,4975
0.72,Very Good,F,VVS2,3952
0.3,Very Good,E,VS2,640
0.37,Premium,G,VS2,649
1.01,Very Good,D,SI2,5703
0.32,Premium,E,VS2,900
1.1,Good,F,SI2,4244
1.05,Very Good,H,SI1,5406
0.3,Very Good,H,SI1,421
1,Ideal,G,VS1,7223
0.36,Ideal,D,VS2,852
1.35,Ideal,J,SI1,4423
0.37,Ideal,F,VS2,957
0.74,Premium,D,SI2,2291
0.38,Ideal,G,VS1,759
0.31,Ideal,G,VVS1,1046
0.26,Ideal,E,VVS1,814
0.78,Very Good,E,SI1,2565
1.32,Premium,I,SI1,6171
1.27,Premium,H,VS2,7496
0.32,Very Good,H,VS1,561
0.52,Ideal,D,SI2,1385
0.5,Good,F,VS2,1354
0.3,Ideal,I,IF,615
0.38,Premium,I,SI1,746
0.56,Ideal,G,VVS2,2058
0.41,Ideal,D,VS1,921
0.3,Premium,D,SI1,709
0.5,Very Good,H,VS2,1262
1.58,Ideal,G,SI1,11610
2.01,Very Good,H,SI2,16111
1.04,Very Good,D,VS1,8192
2.28,Very Good,H,SI2,12907
0.42,Premium,G,VS2,1087
0.5,Premium,E,VS2,1746
0.7,Very Good,F,SI2,2070
1.21,Ideal,J,VS2,4968
1.36,Premium,H,VS2,8877
1.11,Good,D,SI2,4877
1.3,Very Good,I,VS2,7087
0.91,Very Good,E,SI2,4668
0.46,Good,F,VS1,1109
2.04,Premium,G,SI2,15651
0.39,Ideal,J,VVS2,687
1.14,Ideal,F,I1,4124
0.24,Ideal,F,VVS2,526
0.7,Ideal,E,SI2,2332
1.26,Ideal,G,SI2,5937
1.02,Very Good,H,VS1,6204
1.01,Good,G,SI1,4588
0.7,Very Good,F,VS1,2959
1.01,Good,F,SI2,4028
1.15,Ideal,G,SI1,6313
0.77,Very Good,H,SI1,2830
0.91,Very Good,G,SI1,3710
0.3,Ideal,E,VS2,658
0.72,Ideal,D,VS1,3554
0.5,Very Good,I,SI1,1054
1.04,Ideal,G,VVS2,8012
0.9,Very Good,E,SI2,3084
0.71,Ideal,G,VVS2,3909
1.18,Ideal,I,SI1,5378
1.23,Ideal,J,VS1,6100
0.71,Very Good,J,VS2,1675
0.46,Ideal,D,VS2,1326
1.5,Ideal,H,VS2,11159
0.71,Premium,G,SI1,2215
0.38,Ideal,D,VS2,929
0.5,Very Good,G,VS2,1351
0.9,Good,F,SI1,3950
0.7,Ideal,G,SI2,2234
0.32,Premium,D,SI1,589
2.14,Ideal,E,SI2,13065
0.86,Ideal,H,SI2,2892
0.3,Very Good,E,VS1,660
0.8,Ideal,F,SI1,3137
1.35,Premium,I,SI1,6340
1.02,Fair,E,SI2,3838
1.73,Premium,F,SI2,9494
0.7,Premium,D,VS1,3425
0.4,Very Good,D,VVS2,1359
0.38,Ideal,F,VVS1,1200
0.6,Premium,E,SI1,1830
0.65,Premium,G,SI1,1712
1.18,Very Good,E,I1,3219
0.33,Premium,F,VS2,854
1,Very Good,F,VS1,6468
1,Premium,G,VS1,6989
0.51,Ideal,G,VS1,1781
0.9,Premium,E,VS2,4500
0.25,Ideal,H,VVS1,525
0.54,Very Good,D,SI1,1662
1.7,Ideal,H,SI2,9444
0.31,Good,G,VS2,544
0.41,Premium,E,VS1,1079
0.51,Ideal,H,VVS1,1776
0.39,Ideal,F,VVS2,1036
0.32,Good,G,VS2,561
1.52,Premium,E,SI2,9193
0.9,Fair,D,SI2,3205
0.91,Good,D,SI1,3357
0.31,Good,H,VVS2,625
0.42,Ideal,G,VS2,1087
0.34,Ideal,D,VVS1,1211
1,Very Good,G,VVS2,7623
0.7,Ideal,F,SI1,2596
1.32,Ideal,G,SI1,7414
0.54,Premium,D,SI1,1715
0.3,Ideal,H,VVS1,684
0.62,Ideal,G,VS2,2321
1,Premium,G,SI2,4095
0.31,Premium,E,SI1,698
0.26,Very Good,H,VVS2,600
0.7,Very Good,F,SI1,2230
0.4,Premium,E,VS2,975
0.3,Ideal,J,IF,489
1.51,Premium,F,SI1,11666
0.57,Ideal,G,SI1,1364
1.07,Ideal,G,SI2,4752
0.57,Premium,D,VS2,2019
0.42,Ideal,J,VS1,663
1,Very Good,D,SI1,5621
2.18,Ideal,F,SI2,14277
0.54,Ideal,E,VS2,1847
1.14,Ideal,E,VVS2,11206
1.01,Very Good,G,VS1,7451
0.38,Ideal,E,VVS2,1008
1.17,Ideal,G,VS1,8639
1.02,Very Good,F,SI1,5038
1.51,Ideal,H,VS2,11133
1.1,Ideal,I,VS2,5273
2,Premium,H,SI2,15451
1.09,Premium,I,VS2,4519
1.01,Very Good,H,SI1,4306
0.43,Premium,F,SI1,1016
0.51,Ideal,D,VVS2,3223
1.2,Premium,I,VS2,5699
1.01,Very Good,D,SI1,5422
0.36,Good,F,VVS1,858
0.4,Premium,F,VS1,982
1.22,Ideal,H,VS2,7623
0.32,Ideal,E,VVS2,779
2.1,Premium,H,SI2,16479
0.54,Ideal,D,VVS2,2323
0.33,Very Good,J,VS1,434
1.01,Premium,G,VVS2,7068
1,Ideal,I,SI2,3881
1.53,Very Good,G,VS1,12654
1.21,Premium,F,SI2,5982
0.41,Very Good,D,SI1,791
0.38,Ideal,G,SI1,855
0.34,Ideal,F,VVS2,784
2.2,Premium,J,SI2,13065
0.3,Ideal,E,VVS1,862
0.72,Premium,H,SI1,2398
0.9,Very Good,D,SI2,3918
0.41,Ideal,E,SI1,904
1.53,Premium,H,VS2,11104
1,Premium,G,VS1,6606
0.32,Ideal,D,SI2,477
0.44,Ideal,H,SI1,1069
0.5,Ideal,D,VS2,1845
1,Premium,D,VS1,7280
0.71,Very Good,G,VS2,2905
1.54,Premium,H,IF,12196
0.4,Very Good,E,SI1,687
0.54,Ideal,F,VVS2,2582
1.11,Premium,I,SI1,3978
1,Very Good,E,SI2,4321
0.34,Ideal,H,SI1,526
0.41,Ideal,G,SI1,876
0.43,Ideal,E,VS2,1048
0.33,Ideal,E,VS2,738
1.11,Ideal,E,SI2,4969
1.02,Very Good,D,VS2,7257
1.02,Premium,H,VS2,5312
0.31,Ideal,H,VVS2,802
1.41,Premium,H,VS2,8654
1.01,Ideal,D,SI2,4242
0.57,Ideal,H,SI1,1292
1.22,Very Good,J,SI1,5029
0.31,Very Good,F,SI1,663
0.32,Premium,G,VS1,828
0.41,Ideal,E,SI2,625
0.3,Premium,G,VS1,776
0.39,Ideal,G,VVS1,1008
0.3,Very Good,E,SI1,675
1,Good,E,SI1,3696
0.61,Ideal,F,VVS2,3248
0.9,Very Good,D,VS2,4729
0.54,Ideal,F,SI2,1098
0.72,Ideal,H,SI2,2410
1.03,Premium,E,SI2,4974
0.23,Premium,E,VVS1,680
0.24,Good,F,VVS1,492
0.73,Premium,G,SI1,2351
0.37,Ideal,G,SI1,531
0.5,Good,D,VS1,1701
0.93,Very Good,D,I1,2618
1.01,Premium,G,VS2,6108
0.9,Premium,G,VS2,4259
0.72,Ideal,G,SI1,2686
1.23,Premium,H,VS2,6577
1.31,Ideal,H,VS1,8429
1.2,Very Good,H,SI1,5114
0.31,Ideal,G,VS1,542
1.24,Very Good,J,SI1,5045
0.42,Ideal,G,VVS1,1235
1.63,Good,I,SI1,9730
0.71,Ideal,E,SI1,2681
0.72,Ideal,I,VS2,2650
0.35,Ideal,D,SI1,780
0.31,Ideal,H,VVS1,687
0.32,Ideal,D,VS2,758
0.53,Ideal,F,SI2,1078
0.54,Ideal,G,IF,2289
1.04,Very Good,J,SI2,3810
1.51,Ideal,H,VS2,12219
0.79,Ideal,F,VVS2,4180
0.5,Good,H,VVS2,1214
1.27,Premium,F,VS1,10028
2.03,Very Good,J,VVS2,16043
1.01,Very Good,D,SI2,4260
0.9,Very Good,H,SI1,3447
0.74,Good,D,SI1,2753
1.23,Premium,D,SI2,6833
0.9,Fair,G,I1,1939
1.51,Ideal,G,VS1,14507
0.52,Ideal,D,VS2,1822
1.5,Very Good,G,I1,5808
1.52,Good,H,SI1,9898
2,Premium,H,SI1,11200
0.73,Ideal,D,SI1,3189
0.7,Premium,H,VS2,2415
1.01,Very Good,F,SI2,4416
0.74,Ideal,I,SI1,2229
1.58,Ideal,H,VS2,11262
0.4,Ideal,I,VS2,667
1.02,Good,G,SI1,4964
0.32,Ideal,D,VS2,907
0.5,Very Good,E,VS2,1559
1.61,Good,H,SI2,9169
0.93,Ideal,G,SI1,4666
0.72,Ideal,H,VS1,3274
0.71,Ideal,E,SI1,2817
1.01,Ideal,G,VS2,6937
1.01,Very Good,E,VVS1,10693
0.75,Premium,E,SI2,2372
0.58,Ideal,F,VVS2,2395
1.94,Premium,F,SI1,18735
0.41,Premium,D,VVS2,1295
0.55,Very Good,G,SI1,1316
0.31,Good,G,VVS2,707
1.01,Ideal,G,VS2,6663
0.33,Ideal,G,VS2,604
0.58,Very Good,E,VS1,2082
1.82,Premium,G,SI1,15162
0.51,Very Good,G,VVS2,1875
2.01,Premium,I,SI1,15707
0.71,Ideal,E,VS1,3198
0.9,Premium,E,VS2,4062
0.3,Premium,G,VVS2,878
0.7,Premium,H,SI2,2142
0.43,Ideal,E,VS2,1053
0.3,Premium,E,VS1,710
1.04,Premium,J,VS2,4043
2.06,Ideal,F,SI2,15970
1.16,Ideal,H,SI2,5509
0.51,Very Good,E,SI1,1343
0.51,Ideal,G,VS2,1557
0.71,Ideal,G,VVS1,2930
0.51,Ideal,F,VS1,1680
0.5,Premium,E,SI1,1415
0.41,Premium,G,VS2,1061
0.23,Very Good,D,VVS1,530
1.2,Ideal,E,SI2,6006
2.01,Ideal,I,SI2,13777
0.41,Ideal,F,VVS1,1356
0.3,Good,G,VVS1,789
0.32,Ideal,E,VS2,900
0.71,Very Good,G,SI1,2147
0.31,Ideal,H,VS2,518
0.54,Ideal,I,IF,1647
0.7,Very Good,G,VS1,2512
1.02,Premium,F,SI2,4238
0.59,Ideal,J,VS2,1352
1.36,Very Good,J,SI1,5723
1.18,Ideal,I,SI2,5163
0.36,Ideal,I,VVS2,655
1.5,Fair,H,SI2,5000
1.03,Ideal,I,SI1,4401
1.02,Premium,G,I1,2387
0.91,Good,G,SI2,3282
0.3,Very Good,H,VVS1,684
0.7,Ideal,D,SI1,2726
0.5,Good,D,VS2,1635
1.5,Premium,I,VS1,9761
0.4,Ideal,E,VVS1,1778
0.54,Very Good,F,SI1,1389
0.36,Ideal,E,VS2,949
0.72,Good,E,VS1,3048
0.56,Ideal,D,VS1,2026
1.1,Very Good,E,VS2,6776
0.23,Very Good,D,VS2,402
0.41,Premium,E,VS1,1079
1.01,Very Good,G,SI1,5113
0.5,Fair,H,SI1,1094
0.5,Good,F,VS2,1436
1.5,Premium,F,VVS2,17203
1,Good,G,SI1,4466
1.51,Good,J,VS2,7476
0.31,Ideal,E,VS2,680
0.34,Ideal,G,IF,974
1.5,Very Good,H,SI1,8931
1.23,Ideal,H,SI2,5510
1.5,Premium,F,VS2,14199
1.29,Ideal,F,VS1,10923
0.4,Premium,E,SI1,882
1.58,Ideal,I,VVS1,11435
0.38,Very Good,F,SI2,644
1.2,Very Good,D,SI2,4758
1.04,Ideal,E,SI2,4804
0.54,Ideal,E,VS2,1754
1.08,Ideal,I,VS2,5455
0.72,Ideal,F,SI2,2674
0.99,Very Good,E,SI2,4780
1.56,Ideal,H,SI2,8517
1,Premium,D,SI1,5390
0.57,Ideal,F,VS2,1737
0.5,Very Good,F,SI1,1197
0.58,Good,E,SI1,1844
1.01,Good,G,SI1,5051
0.32,Very Good,G,VS1,645
0.23,Very Good,E,VVS2,505
0.9,Ideal,E,VS2,6018
1.01,Very Good,E,SI1,5461
1.22,Ideal,G,VS2,7783
0.32,Premium,H,VS2,505
0.9,Premium,I,VS2,3478
1.66,Ideal,H,IF,14859
1.03,Ideal,F,SI2,4280
0.51,Premium,F,VS2,1402
0.9,Very Good,I,VS2,3720
0.3,Ideal,H,VS1,526
0.52,Ideal,F,VS1,1872
0.34,Ideal,H,VS1,596
0.93,Premium,H,SI2,3437
0.41,Premium,E,VS1,1153
0.32,Premium,G,VVS2,936
0.34,Ideal,D,VS2,1033
0.51,Premium,F,SI1,1406
0.7,Very Good,H,VS2,2429
0.24,Very Good,E,VVS1,485
1.4,Very Good,G,VS1,11584
0.38,Very Good,D,VS2,847
0.53,Ideal,E,SI1,1607
0.32,Ideal,D,VVS2,1107
1,Good,F,VS2,6841
1.1,Premium,F,SI1,5717
0.33,Ideal,G,VVS1,820
0.51,Very Good,G,VS2,1438
0.3,Very Good,F,VVS2,613
1.07,Premium,E,VS1,8015
0.31,Ideal,E,SI1,698
1.7,Ideal,H,I1,7068
1.02,Very Good,H,SI1,5455
2.02,Ideal,I,VS2,16018
0.35,Ideal,I,IF,808
0.5,Fair,G,VS1,1257
0.53,Ideal,E,VS2,1813
0.26,Very Good,H,VVS2,468
1,Fair,I,SI1,2875
1.56,Premium,G,VS1,13079
0.32,Premium,G,VS2,720
0.41,Very Good,G,VS2,827
0.33,Ideal,G,VS1,854
1.03,Very Good,H,SI2,3288
0.3,Good,I,VVS1,552
0.51,Ideal,D,SI2,1264
0.3,Ideal,D,VS2,710
0.91,Very Good,E,VS2,4823
0.62,Premium,G,SI1,1552
1,Very Good,F,SI1,4474
1.03,Premium,G,VS2,6146
0.7,Very Good,G,SI1,2674
2.13,Ideal,H,SI1,18442
0.77,Ideal,G,SI2,2275
0.91,Premium,D,SI1,4165
1,Good,D,SI2,4218
0.73,Ideal,G,SI1,2351
0.4,Premium,G,VS1,1125
0.55,Ideal,D,VS2,1894
1.14,Good,I,SI1,3639
1.1,Ideal,G,VS2,6972
1.29,Ideal,F,VS1,11197
0.62,Ideal,G,VS1,2206
1.2,Very Good,D,SI1,7191
0.32,Ideal,G,IF,918
0.34,Very Good,F,SI2,447
0.32,Ideal,G,VVS1,842
0.55,Ideal,D,VS2,2030
0.78,Ideal,F,SI1,3036
0.71,Very Good,F,SI2,2134
0.39,Premium,J,VS1,790
1.05,Premium,E,IF,11025
1.01,Premium,F,VVS1,7882
0.51,Premium,H,SI1,1116
1.34,Premium,H,VS2,7816
1.01,Good,G,VS2,5418
0.9,Premium,D,SI1,3013
0.7,Very Good,H,SI2,2306
0.75,Premium,H,VS1,2961
0.51,Ideal,H,VS2,1375
0.44,Ideal,D,VS1,1294
1.02,Very Good,E,I1,3455
0.9,Very Good,H,SI2,3481
0.4,Ideal,E,VS1,898
0.51,Very Good,G,VS1,1709
0.5,Ideal,G,VS1,1624
0.7,Good,F,VS2,2373
0.72,Good,D,SI2,2620
1.08,Ideal,E,VVS1,14032
0.31,Ideal,H,IF,1081
1.51,Very Good,G,VS2,12872
0.38,Very Good,E,IF,1421
1,Very Good,D,VVS2,9740
0.43,Premium,F,SI1,792
0.3,Good,G,IF,956
1.01,Very Good,F,VS1,7455
1.03,Ideal,F,VS2,6902
0.75,Premium,I,SI1,2295
1.25,Very Good,F,IF,13953
0.74,Very Good,H,SI2,2264
1.01,Premium,F,SI2,4497
0.52,Premium,F,VS2,1720
0.58,Ideal,H,SI1,1421
0.43,Very Good,F,VS2,905
0.55,Premium,F,VS2,1819
0.3,Ideal,G,IF,799
0.32,Ideal,E,VS1,707
1.06,Very Good,E,VVS2,9680
0.8,Very Good,G,SI1,3070
0.26,Very Good,F,VVS1,597
0.4,Ideal,G,VVS1,1200
1.52,Ideal,J,SI2,6089
0.61,Fair,J,VS2,1174
0.33,Premium,E,SI1,743
1,Good,E,VS2,6160
0.96,Fair,H,I1,1637
0.67,Ideal,G,SI1,1809
0.64,Good,E,SI2,1080
0.31,Premium,D,SI1,537
0.75,Premium,F,SI2,2274
1.03,Ideal,F,I1,3507
1.03,Very Good,F,VS2,6218
0.79,Ideal,G,SI1,2898
2,Fair,H,I1,5914
1.02,Premium,H,VS2,4958
0.39,Premium,I,VVS1,1053
1.01,Very Good,D,SI2,4690
0.7,Very Good,D,VS2,2767
0.62,Very Good,I,VVS1,1871
0.44,Ideal,G,SI1,990
1.51,Good,I,SI1,9234
0.79,Premium,E,VS2,2876
